airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Indigo,2019-04-27,Delhi,Cochin,07:35:00,16:10:00,515,1.0,No Info,6442
Jet Airways,2019-06-06,Kolkata,Bangalore,16:30:00,22:35:00,365,1.0,In-flight meal not included,10844
Jet Airways,2019-05-27,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No Info,15129
Air India,2019-03-06,Mumbai,Hyderabad,09:40:00,23:45:00,845,2.0,No Info,22619
Spicejet,2019-03-03,Bangalore,Delhi,09:35:00,12:30:00,175,0.0,No Info,6860
Jet Airways,2019-05-21,Kolkata,Bangalore,09:35:00,19:10:00,575,1.0,In-flight meal not included,12384
Air India,2019-03-09,Delhi,Cochin,23:00:00,07:40:00,520,1.0,No Info,10840
Indigo,2019-06-12,Kolkata,Bangalore,09:20:00,14:15:00,295,1.0,No Info,11160
Air Asia,2019-04-12,Kolkata,Bangalore,22:50:00,01:20:00,150,0.0,No Info,4409
Indigo,2019-05-01,Kolkata,Bangalore,18:05:00,23:30:00,325,1.0,No Info,6218
Multiple Carriers,2019-03-21,Delhi,Cochin,04:45:00,12:35:00,470,1.0,No Info,9838
Jet Airways,2019-04-21,Bangalore,Delhi,11:10:00,14:05:00,175,0.0,No Info,7229
Air India,2019-03-24,Bangalore,Delhi,13:20:00,16:10:00,170,0.0,No Info,7276
Jet Airways,2019-04-09,Bangalore,Delhi,18:55:00,22:00:00,185,0.0,No Info,7229
Multiple Carriers,2019-03-27,Delhi,Cochin,10:20:00,18:50:00,510,1.0,No Info,11421
Indigo,2019-06-18,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No Info,3597
Indigo,2019-04-06,Bangalore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Air India,2019-03-15,Bangalore,Delhi,17:00:00,22:55:00,1795,2.0,No Info,8534
Jet Airways,2019-06-21,Bangalore,Delhi,15:15:00,18:10:00,175,0.0,No Info,8016
Indigo,2019-05-18,Delhi,Cochin,16:10:00,22:30:00,380,1.0,No Info,7640
Air Asia,2019-03-18,Kolkata,Bangalore,19:35:00,22:05:00,150,0.0,No Info,4384
Jet Airways,2019-06-15,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,14714
Jet Airways,2019-06-09,Delhi,Cochin,11:45:00,04:25:00,1000,2.0,No Info,13882
Indigo,2019-03-21,Bangalore,Delhi,04:00:00,06:50:00,170,0.0,No Info,4777
Indigo,2019-03-27,Delhi,Cochin,08:25:00,21:00:00,755,1.0,No Info,8285
Jet Airways,2019-06-12,Delhi,Cochin,12:15:00,04:25:00,970,2.0,No Info,14300
Air India,2019-05-27,Delhi,Cochin,05:15:00,19:15:00,2280,3.0,No Info,10493
Indigo,2019-03-06,Delhi,Cochin,04:45:00,15:30:00,645,1.0,No Info,13611
Multiple Carriers,2019-05-15,Delhi,Cochin,04:55:00,12:35:00,460,1.0,No Info,9103
Air India,2019-06-06,Delhi,Cochin,13:30:00,23:00:00,570,1.0,No Info,8907
Indigo,2019-06-15,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,6386
Air India,2019-03-24,Bangalore,Delhi,10:00:00,12:45:00,165,0.0,No Info,7276
Air India,2019-05-24,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,10441
Jet Airways,2019-06-18,Bangalore,Delhi,08:20:00,11:20:00,180,0.0,No Info,8016
Jet Airways,2019-04-01,Bangalore,Delhi,06:00:00,08:45:00,165,0.0,No Info,7229
Jet Airways,2019-03-01,Bangalore,Delhi,22:50:00,05:05:00,375,1.0,No Info,26890
Multiple Carriers,2019-05-15,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No Info,8073
Spicejet,2019-03-01,Kolkata,Bangalore,17:15:00,19:45:00,150,0.0,No Info,5515
Air India,2019-03-03,Delhi,Cochin,07:05:00,19:15:00,2170,2.0,No Info,11762
Jet Airways,2019-06-24,Delhi,Cochin,20:55:00,12:35:00,940,1.0,In-flight meal not included,10262
Air India,2019-03-21,Delhi,Cochin,13:30:00,23:00:00,570,1.0,No Info,5704
Indigo,2019-05-01,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,3597
Spicejet,2019-04-24,Bangalore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,3919
Air India,2019-03-09,Bangalore,Delhi,05:50:00,22:45:00,1015,1.0,No Info,10657
Multiple Carriers,2019-05-18,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No Info,13727
Air India,2019-05-21,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,8372
Indigo,2019-03-06,Delhi,Cochin,06:40:00,13:20:00,400,1.0,No Info,14871
Air India,2019-03-24,Bangalore,Delhi,21:05:00,23:55:00,170,0.0,No Info,4441
Indigo,2019-06-09,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No Info,5458
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,19:00:00,810,2.0,No Info,13292
Spicejet,2019-06-06,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,1965
Jet Airways,2019-03-21,Delhi,Cochin,20:50:00,04:25:00,455,1.0,No Info,14189
Goair,2019-05-24,Kolkata,Bangalore,23:30:00,07:45:00,495,1.0,No Info,7335
Indigo,2019-03-27,Delhi,Cochin,16:10:00,22:20:00,370,1.0,No Info,6412
Multiple Carriers,2019-03-09,Delhi,Cochin,16:00:00,01:35:00,575,1.0,In-flight meal not included,14086
Indigo,2019-06-12,Delhi,Cochin,07:35:00,22:30:00,895,1.0,No Info,6442
Indigo,2019-03-01,Bangalore,Delhi,07:30:00,12:20:00,290,1.0,No Info,8110
Multiple Carriers,2019-03-09,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No Info,19332
Jet Airways,2019-04-21,Bangalore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,5198
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,In-flight meal not included,12898
Air India,2019-05-27,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,6094
Indigo,2019-06-12,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,6104
Jet Airways,2019-03-01,Bangalore,Delhi,08:00:00,13:15:00,315,1.0,No Info,22270
Jet Airways,2019-06-24,Delhi,Cochin,21:25:00,12:35:00,910,2.0,In-flight meal not included,10199
Jet Airways,2019-06-15,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,No Info,13376
Air Asia,2019-04-01,Kolkata,Bangalore,22:40:00,10:40:00,720,1.0,No Info,5192
Jet Airways,2019-03-03,Delhi,Cochin,11:30:00,04:25:00,1015,1.0,No Info,19828
Jet Airways,2019-05-09,Delhi,Cochin,13:00:00,19:00:00,360,1.0,In-flight meal not included,12373
Multiple Carriers,2019-06-12,Delhi,Cochin,03:50:00,12:35:00,525,1.0,No Info,12192
Multiple Carriers,2019-05-18,Delhi,Cochin,07:10:00,16:10:00,540,1.0,No Info,7038
Jet Airways,2019-05-18,Delhi,Cochin,15:00:00,12:35:00,1295,1.0,In-flight meal not included,12373
Air India,2019-04-06,Bangalore,Delhi,17:00:00,19:45:00,165,0.0,No Info,4651
Air India,2019-04-03,Bangalore,Delhi,21:05:00,23:55:00,170,0.0,No Info,4441
Multiple Carriers,2019-05-24,Delhi,Cochin,17:45:00,01:30:00,465,1.0,No Info,9140
Vistara,2019-06-06,Kolkata,Bangalore,07:10:00,20:20:00,790,1.0,No Info,8610
Jet Airways,2019-05-21,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No Info,15129
Indigo,2019-06-09,Bangalore,Delhi,20:00:00,22:50:00,170,0.0,No Info,4823
Jet Airways,2019-05-18,Kolkata,Bangalore,09:35:00,14:25:00,1730,1.0,No Info,13067
Jet Airways,2019-03-09,Delhi,Cochin,05:40:00,04:25:00,1365,2.0,No Info,14861
Air India,2019-05-01,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No Info,7480
Air India,2019-05-21,Kolkata,Bangalore,12:00:00,13:15:00,1515,1.0,No Info,7662
Indigo,2019-03-21,Delhi,Cochin,04:55:00,12:00:00,425,1.0,No Info,6287
Indigo,2019-05-09,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,4332
Multiple Carriers,2019-03-01,Delhi,Cochin,00:20:00,15:30:00,910,1.0,No Info,23170
Air India,2019-06-06,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No Info,8372
Air Asia,2019-05-09,Delhi,Cochin,16:45:00,22:25:00,340,1.0,No Info,6752
Multiple Carriers,2019-05-15,Delhi,Cochin,12:50:00,19:15:00,385,1.0,No Info,8266
Jet Airways,2019-05-09,Delhi,Cochin,18:15:00,04:25:00,610,1.0,In-flight meal not included,12373
Air India,2019-03-24,Bangalore,Delhi,17:00:00,19:45:00,165,0.0,No Info,5176
Indigo,2019-06-12,Kolkata,Bangalore,14:25:00,16:55:00,150,0.0,No Info,4804
Jet Airways,2019-05-06,Kolkata,Bangalore,20:25:00,23:35:00,1630,1.0,In-flight meal not included,8066
Air India,2019-05-15,Delhi,Cochin,13:20:00,07:40:00,1100,2.0,No Info,13538
Air Asia,2019-06-09,Bangalore,Delhi,04:55:00,07:45:00,170,0.0,No Info,8420
Indigo,2019-06-15,Bangalore,Delhi,01:30:00,04:15:00,165,0.0,No Info,3419
Jet Airways,2019-06-12,Delhi,Cochin,20:00:00,19:00:00,1380,2.0,No Info,14300
Indigo,2019-05-03,Bangalore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Jet Airways,2019-05-15,Kolkata,Bangalore,20:00:00,04:40:00,520,1.0,No Info,13941
Jet Airways,2019-05-24,Kolkata,Bangalore,09:35:00,23:35:00,840,1.0,No Info,14151
Jet Airways,2019-03-12,Bangalore,Delhi,18:55:00,10:45:00,950,1.0,No Info,13817
Spicejet,2019-05-09,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Air India,2019-04-01,Kolkata,Bangalore,16:50:00,07:55:00,905,1.0,No Info,7893
Jet Airways,2019-05-21,Kolkata,Bangalore,20:25:00,09:45:00,800,1.0,In-flight meal not included,12384
Indigo,2019-04-12,Bangalore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4990
Air India,2019-03-01,Bangalore,Delhi,13:20:00,16:10:00,170,0.0,No Info,12526
Jet Airways,2019-05-12,Kolkata,Bangalore,16:30:00,20:45:00,1695,1.0,In-flight meal not included,10844
Goair,2019-04-24,Bangalore,Delhi,20:55:00,23:40:00,165,0.0,No Info,3419
Jet Airways,2019-05-24,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,5678
Vistara,2019-05-18,Kolkata,Bangalore,17:00:00,10:45:00,1065,1.0,No Info,9187
Spicejet,2019-06-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,19:15:00,465,1.0,No Info,15898
Indigo,2019-06-03,Kolkata,Bangalore,15:15:00,17:45:00,150,0.0,No Info,4804
Indigo,2019-06-21,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,3858
Indigo,2019-04-24,Kolkata,Bangalore,15:30:00,18:05:00,155,0.0,No Info,4804
Indigo,2019-04-01,Bangalore,Delhi,06:05:00,08:50:00,165,0.0,No Info,3943
Jet Airways,2019-06-09,Kolkata,Bangalore,20:25:00,22:05:00,1540,1.0,In-flight meal not included,10539
Indigo,2019-05-12,Bangalore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Jet Airways,2019-05-12,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4050
Jet Airways,2019-06-01,Delhi,Cochin,15:00:00,19:00:00,1680,1.0,No Info,14714
Jet Airways,2019-04-01,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,In-flight meal not included,5406
Indigo,2019-05-27,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No Info,3597
Air India,2019-03-27,Delhi,Cochin,20:30:00,08:15:00,705,1.0,No Info,5998
Jet Airways,2019-06-12,Delhi,Cochin,21:50:00,04:25:00,395,1.0,No Info,14714
Jet Airways,2019-05-27,Bangalore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,4030
Multiple Carriers,2019-03-09,Delhi,Cochin,02:15:00,12:55:00,640,1.0,In-flight meal not included,18260
Jet Airways,2019-05-01,Kolkata,Bangalore,06:30:00,16:20:00,590,1.0,No Info,14781
Jet Airways,2019-05-21,Delhi,Cochin,07:05:00,04:25:00,1280,1.0,In-flight meal not included,12898
Jet Airways,2019-03-01,Bangalore,Delhi,11:40:00,10:25:00,1365,1.0,No Info,25735
Indigo,2019-04-27,Bangalore,Delhi,00:30:00,03:25:00,175,0.0,No Info,4591
Air India,2019-06-06,Kolkata,Bangalore,08:20:00,18:30:00,610,2.0,No Info,10697
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,19:00:00,810,2.0,In-flight meal not included,10368
Indigo,2019-04-15,Kolkata,Bangalore,21:25:00,00:05:00,160,0.0,No Info,4174
Jet Airways,2019-06-12,Delhi,Cochin,11:40:00,19:00:00,440,2.0,In-flight meal not included,15812
Air India,2019-05-15,Kolkata,Bangalore,09:25:00,18:20:00,535,2.0,No Info,8366
Jet Airways,2019-06-03,Delhi,Cochin,21:25:00,19:00:00,1295,2.0,In-flight meal not included,11507
Indigo,2019-05-27,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,No Info,2227
Jet Airways,2019-06-06,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,No Info,14714
Multiple Carriers,2019-05-09,Delhi,Cochin,08:30:00,19:15:00,645,1.0,No Info,8099
Multiple Carriers,2019-05-21,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,14067
Multiple Carriers,2019-06-01,Delhi,Cochin,11:40:00,19:15:00,455,1.0,No Info,10261
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,12:35:00,1010,1.0,In-flight meal not included,12373
Air India,2019-03-12,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No Info,4307
Jet Airways,2019-05-24,Kolkata,Bangalore,20:00:00,08:15:00,735,1.0,In-flight meal not included,8586
Multiple Carriers,2019-06-01,Delhi,Cochin,12:50:00,01:30:00,760,1.0,No Info,6795
Indigo,2019-06-06,Kolkata,Bangalore,21:00:00,02:15:00,315,1.0,No Info,6711
Jet Airways,2019-03-24,Kolkata,Bangalore,06:30:00,18:10:00,700,1.0,No Info,13759
Indigo,2019-06-01,Kolkata,Bangalore,04:40:00,07:15:00,155,0.0,No Info,4804
Multiple Carriers,2019-03-06,Delhi,Cochin,07:30:00,18:50:00,680,1.0,No Info,15411
Air India,2019-06-09,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,11185
Jet Airways,2019-05-12,Kolkata,Bangalore,20:25:00,09:45:00,800,1.0,No Info,14151
Jet Airways,2019-05-01,Kolkata,Bangalore,20:00:00,09:20:00,800,1.0,In-flight meal not included,9663
Jet Airways,2019-05-09,Kolkata,Bangalore,08:25:00,12:00:00,1655,1.0,In-flight meal not included,9663
Jet Airways,2019-05-01,Bangalore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,4030
Indigo,2019-05-24,Delhi,Cochin,18:35:00,01:30:00,415,1.0,No Info,7503
Indigo,2019-03-15,Bangalore,Delhi,21:20:00,00:15:00,175,0.0,No Info,8033
Jet Airways,2019-06-15,Delhi,Cochin,02:15:00,12:35:00,620,1.0,No Info,18371
Air India,2019-05-09,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,10178
Air India,2019-06-01,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,12970
Jet Airways,2019-03-18,Bangalore,Delhi,14:05:00,19:10:00,305,1.0,In-flight meal not included,13502
Jet Airways,2019-06-27,Delhi,Cochin,16:00:00,19:00:00,1620,1.0,In-flight meal not included,10262
Indigo,2019-04-06,Bangalore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Multiple Carriers,2019-03-03,Delhi,Cochin,17:30:00,01:35:00,485,1.0,No Info,17057
Indigo,2019-04-15,Bangalore,Delhi,13:00:00,15:50:00,170,0.0,No Info,4591
Jet Airways,2019-03-27,Delhi,Cochin,11:30:00,18:50:00,440,1.0,In-flight meal not included,6017
Spicejet,2019-04-01,Kolkata,Bangalore,22:20:00,00:40:00,140,0.0,No Info,3873
Multiple Carriers,2019-06-12,Delhi,Cochin,17:45:00,01:30:00,465,1.0,No Info,6795
Jet Airways,2019-06-09,Kolkata,Bangalore,06:30:00,04:40:00,1330,1.0,No Info,14178
Air India,2019-03-06,Delhi,Cochin,23:00:00,07:40:00,520,1.0,No Info,14777
Multiple Carriers,2019-06-12,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,6795
Jet Airways,2019-05-01,Kolkata,Bangalore,20:00:00,09:20:00,800,1.0,No Info,14388
Spicejet,2019-04-06,Bangalore,Delhi,09:30:00,12:20:00,170,0.0,No Info,4423
Spicejet,2019-05-15,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,5409
Air India,2019-04-03,Delhi,Cochin,20:30:00,23:00:00,1590,1.0,No Info,5022
Jet Airways,2019-05-15,Kolkata,Bangalore,20:25:00,14:25:00,1080,1.0,No Info,11467
Vistara,2019-03-24,Bangalore,Delhi,16:00:00,18:35:00,155,0.0,No Info,5613
Jet Airways,2019-05-18,Delhi,Cochin,09:00:00,04:25:00,1165,1.0,In-flight meal not included,12373
Air India,2019-06-24,Delhi,Cochin,14:25:00,19:15:00,1730,2.0,No Info,13381
Multiple Carriers,2019-04-09,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,7363
Jet Airways,2019-06-12,Delhi,Cochin,11:00:00,14:15:00,195,0.0,No Info,9564
Air India,2019-04-01,Kolkata,Bangalore,14:15:00,16:45:00,150,0.0,No Info,6245
Jet Airways,2019-06-06,Kolkata,Bangalore,08:25:00,20:45:00,740,1.0,In-flight meal not included,10844
Jet Airways,2019-03-15,Bangalore,Delhi,07:00:00,07:40:00,1480,1.0,In-flight meal not included,7832
Air India,2019-03-15,Bangalore,Delhi,06:55:00,23:20:00,985,1.0,No Info,6987
Jet Airways,2019-06-09,Delhi,Cochin,05:30:00,12:35:00,425,2.0,In-flight meal not included,13344
Indigo,2019-05-24,Delhi,Cochin,14:20:00,22:30:00,490,1.0,No Info,7640
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,19:00:00,1775,2.0,No Info,12819
Multiple Carriers,2019-05-27,Delhi,Cochin,14:55:00,22:30:00,455,1.0,No Info,7038
Air India,2019-06-21,Kolkata,Bangalore,14:15:00,16:45:00,150,0.0,No Info,5510
Indigo,2019-03-06,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,14871
Indigo,2019-06-12,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No Info,2227
Air India,2019-04-01,Kolkata,Bangalore,10:00:00,05:25:00,1165,2.0,No Info,12639
Jet Airways,2019-06-09,Kolkata,Bangalore,18:55:00,04:40:00,585,1.0,No Info,14178
Indigo,2019-05-06,Bangalore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,04:25:00,1995,2.0,In-flight meal not included,6643
Jet Airways,2019-06-06,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,14714
Jet Airways,2019-06-12,Kolkata,Bangalore,16:30:00,09:20:00,1010,1.0,In-flight meal not included,8529
Jet Airways,2019-03-21,Bangalore,Delhi,19:55:00,22:35:00,160,0.0,No Info,7229
Air India,2019-05-09,Kolkata,Bangalore,09:25:00,18:30:00,545,1.0,No Info,8891
Jet Airways,2019-05-18,Delhi,Cochin,11:30:00,19:00:00,450,1.0,No Info,15554
Multiple Carriers,2019-05-09,Delhi,Cochin,06:00:00,19:00:00,780,1.0,No Info,9794
Multiple Carriers,2019-06-27,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No Info,13377
Indigo,2019-06-03,Delhi,Cochin,06:50:00,16:10:00,560,1.0,No Info,7514
Spicejet,2019-06-09,Kolkata,Bangalore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Jet Airways,2019-05-21,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,No Info,16079
Air India,2019-06-03,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,5201
Indigo,2019-05-27,Bangalore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Indigo,2019-05-12,Bangalore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Multiple Carriers,2019-06-12,Delhi,Cochin,11:25:00,19:15:00,470,1.0,No Info,7354
Spicejet,2019-03-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3332
Jet Airways,2019-03-09,Delhi,Cochin,19:15:00,18:50:00,1415,1.0,No Info,16289
Spicejet,2019-05-15,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No Info,2017
Multiple Carriers,2019-06-12,Delhi,Cochin,06:00:00,12:35:00,395,1.0,No Info,11789
Spicejet,2019-06-12,Bangalore,Delhi,05:55:00,08:35:00,160,0.0,No Info,4423
Air India,2019-03-18,Bangalore,Delhi,06:45:00,16:20:00,575,2.0,No Info,12935
Goair,2019-03-24,Bangalore,Delhi,07:45:00,10:40:00,175,0.0,No Info,5048
Spicejet,2019-04-21,Bangalore,Delhi,09:30:00,12:20:00,170,0.0,No Info,4991
Multiple Carriers,2019-03-27,Delhi,Cochin,17:00:00,01:35:00,515,1.0,No Info,6673
Spicejet,2019-03-24,Mumbai,Hyderabad,22:45:00,00:10:00,85,0.0,No check-in baggage included,2175
Air India,2019-06-06,Delhi,Cochin,13:15:00,09:25:00,1210,2.0,No Info,10939
Jet Airways,2019-06-27,Delhi,Cochin,19:10:00,12:35:00,1045,2.0,In-flight meal not included,11150
Air India,2019-05-06,Kolkata,Bangalore,20:45:00,23:20:00,155,0.0,No Info,4145
Jet Airways,2019-06-09,Kolkata,Bangalore,17:00:00,21:05:00,1685,1.0,In-flight meal not included,10539
Air India,2019-05-06,Kolkata,Bangalore,19:00:00,04:40:00,580,1.0,No Info,6117
Multiple Carriers,2019-06-15,Delhi,Cochin,06:40:00,19:15:00,755,1.0,No Info,8614
Spicejet,2019-03-12,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No Info,6300
Indigo,2019-03-15,Bangalore,Delhi,23:30:00,02:20:00,170,0.0,No Info,8033
Air India,2019-05-24,Kolkata,Bangalore,05:50:00,13:15:00,445,2.0,No Info,7662
Jet Airways,2019-04-06,Delhi,Cochin,22:50:00,12:35:00,825,1.0,In-flight meal not included,5177
Jet Airways,2019-03-21,Delhi,Cochin,05:30:00,18:50:00,2240,2.0,No Info,12341
Jet Airways,2019-06-27,Delhi,Cochin,21:25:00,19:00:00,1295,2.0,In-flight meal not included,11507
Goair,2019-04-24,Bangalore,Delhi,07:45:00,10:40:00,175,0.0,No Info,4632
Jet Airways,2019-03-18,Bangalore,Delhi,11:40:00,09:30:00,1310,1.0,In-flight meal not included,11087
Vistara,2019-05-01,Kolkata,Bangalore,17:00:00,20:20:00,1640,1.0,No Info,8610
Jet Airways,2019-06-09,Bangalore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,7229
Indigo,2019-06-06,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,5601
Indigo,2019-05-27,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No Info,3175
Jet Airways,2019-04-18,Bangalore,Delhi,18:55:00,22:00:00,185,0.0,No Info,7229
Spicejet,2019-03-24,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No Info,3859
Spicejet,2019-03-24,Bangalore,Delhi,20:30:00,23:20:00,170,0.0,No Info,3925
Indigo,2019-06-24,Bangalore,Delhi,23:30:00,02:20:00,170,0.0,No Info,3943
Jet Airways,2019-03-27,Delhi,Cochin,16:00:00,19:45:00,1665,1.0,No Info,12032
Spicejet,2019-04-01,Kolkata,Bangalore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Jet Airways,2019-04-06,Bangalore,Delhi,15:15:00,18:10:00,175,0.0,No Info,7229
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,19:00:00,1425,1.0,In-flight meal not included,10262
Air India,2019-05-18,Delhi,Cochin,23:00:00,07:40:00,520,1.0,No Info,8372
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,12:35:00,425,2.0,In-flight meal not included,15544
Jet Airways,2019-03-01,Bangalore,Delhi,18:40:00,00:45:00,365,1.0,No Info,35185
Jet Airways,2019-03-27,Delhi,Cochin,23:05:00,04:25:00,320,1.0,In-flight meal not included,7438
Vistara,2019-05-09,Kolkata,Bangalore,07:10:00,22:40:00,930,1.0,No Info,7927
Goair,2019-03-01,Bangalore,Delhi,20:55:00,23:50:00,175,0.0,No Info,18558
Vistara,2019-06-24,Chennai,Kolkata,07:45:00,10:00:00,135,0.0,No Info,3687
Jet Airways,2019-03-18,Bangalore,Delhi,21:25:00,09:00:00,695,1.0,No Info,13555
Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,12373
Multiple Carriers,2019-05-18,Delhi,Cochin,11:25:00,19:15:00,470,1.0,No Info,7997
Goair,2019-03-24,Kolkata,Bangalore,22:25:00,07:40:00,555,1.0,No Info,10091
Indigo,2019-04-03,Kolkata,Bangalore,17:15:00,19:50:00,155,0.0,No Info,4174
Vistara,2019-03-24,Kolkata,Bangalore,07:10:00,22:55:00,945,1.0,No Info,12732
Indigo,2019-03-27,Kolkata,Bangalore,21:25:00,00:05:00,160,0.0,No Info,4148
Multiple Carriers,2019-05-09,Delhi,Cochin,17:00:00,01:30:00,510,1.0,No Info,9424
Indigo,2019-03-24,Bangalore,Delhi,07:10:00,10:05:00,175,0.0,No Info,6144
Air India,2019-06-24,Delhi,Cochin,19:00:00,07:40:00,760,1.0,No Info,8372
Jet Airways,2019-05-06,Kolkata,Bangalore,21:10:00,08:15:00,665,1.0,No Info,13584
Jet Airways,2019-05-24,Kolkata,Bangalore,08:25:00,18:15:00,590,1.0,No Info,14571
Air India,2019-03-06,Delhi,Cochin,07:05:00,19:15:00,2170,2.0,No Info,11552
Goair,2019-04-24,Bangalore,Delhi,11:40:00,14:30:00,170,0.0,No Info,3898
Indigo,2019-06-01,Delhi,Cochin,14:20:00,22:30:00,490,1.0,No Info,6938
Multiple Carriers,2019-06-09,Delhi,Cochin,07:05:00,21:00:00,835,1.0,No Info,13587
Spicejet,2019-03-24,Bangalore,Delhi,09:35:00,12:30:00,175,0.0,No check-in baggage included,3873
Jet Airways,2019-05-15,Kolkata,Bangalore,17:00:00,23:35:00,395,1.0,No Info,14151
Jet Airways,2019-05-21,Delhi,Cochin,17:30:00,12:35:00,1145,1.0,In-flight meal not included,12898
Indigo,2019-05-27,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No Info,6600
Jet Airways,2019-03-12,Bangalore,Delhi,16:55:00,09:30:00,995,1.0,No Info,13817
Jet Airways,2019-03-12,Bangalore,Delhi,05:45:00,21:20:00,935,1.0,No Info,13817
Spicejet,2019-04-15,Kolkata,Bangalore,06:55:00,09:30:00,155,0.0,No Info,3873
Spicejet,2019-05-09,Kolkata,Bangalore,08:35:00,17:15:00,520,1.0,No Info,6171
Vistara,2019-05-12,Kolkata,Bangalore,20:20:00,23:25:00,1625,1.0,No Info,8085
Jet Airways,2019-06-18,Delhi,Cochin,09:50:00,13:05:00,195,0.0,In-flight meal not included,4466
Air India,2019-06-09,Kolkata,Bangalore,09:25:00,07:55:00,1350,1.0,No Info,8366
Jet Airways,2019-03-21,Delhi,Cochin,13:00:00,18:50:00,350,1.0,No Info,12347
